,pais,comentario,longitud,entropia
1536,United States,For the past week I am not able to log into my account i have a business and personal account it is not allowing me to login it's also not telling me that my password is wrong so I know that's not the problem I also cannot log in with the log in link that you send to my email,276,3.9835439517583513
1537,United Kingdom,Very slow. Often doesn't even open. Not consistent with news feeds etc. Bad app.,80,4.036346706951049
1538,Canada,I have a iPod so I don't have a phone number and it keeps asking me for one when I don't have one help,102,3.9343725529258395
1539,Canada,"App does not work with existing numbers. If I put in a new number it works. Tried his, then tried to change my number from the new to my existing and it does not accept my existing phone number. It's almost as if the existing numbers were all stripped from the whatsapp database",278,4.218993042441629
1540,United Kingdom,"Enables you to track most calories for products effectively , not spot on with certain items but decent for the most part",121,4.052943659493906
1541,Canada,Awesome!,8,2.75
1542,Australia,At the end of the day I like to upload my stats to Instagram. I've saved my metrics so it's in KMs instead of miles. On the app it's all good but when I upload it displays miles. Could this be fixed please? Thanks Fitbit team,225,4.283009643292047
1543,India,This is by far the best app. The only thing i want is you should add place for cover picture on the profile like on facebook. Please..!,135,4.217635452362897
1544,Hong Kong,app,3,0.9182958340544896
1545,Singapore,Crashes every time I try to go to a page,40,3.611837395039661
1546,Australia,Some (most) of the photos in the newsfeed don't load. In their place a refresh icon is displayed. Clicking this icon doesn't fix the issue. Seems to have only started happening with the latest update.,200,4.202804483135082
1547,United Kingdom,"So I took the Facebook app off my phone ages ago when I read it was killing battery life. I use safari instead. I just went to try it again and it's 233MB. A few months ago it was 160MB! For an iPhone app that's basically a glorified browser? Facebook, fire your app devs and hire people that know how to code for iOS, which is probably the most prevalent platform your customers use. Come on guys, you're supposed to be one of the worlds leading tech companies. Time to start acting like one.",493,4.45654231575639
1548,South Africa,Great navigation app. I especially love the option to predict my trip time in advance and navigating around traffic. I find it to be about 80% accurate.,152,4.152036449322407
1549,Singapore,There a issue on backing up,27,3.7784235030301256
1550,Canada,Why am i seeing posts from 3hrs then the next one is 9min ago it should be from recent to oldest. Awful. \n \n Does anyone read this from instagram or do you guys just get fake accounts to add 5 stars,200,4.190568662839002
1551,Singapore,Stickers not showing. Strokes malfunction,41,4.101216028902793
1552,Singapore,"- every update takes 300+ MB\n - should at least let the user know before changing any feature - for example, they remove interest list without notifying the users. All of my interest lists was gone just like that when they won't even let me have the time to backup.\n - messenger icon on the top is just ridiculous.",316,4.296181706609722
1553,South Africa,[More ranting],14,3.52164063634332
1554,Singapore,Too many ads! Please just remove it or minimise it. I only want content that i have follow . Please thank you,109,4.110230596985852
1555,United Kingdom,I hate satnavs but I love Waze. So easy to have accompanying me on my journeys. Update info and changes on route when required. The voices and commands are excellent and never confusing. The screen view also is spot on.,219,4.255464624315191
1556,United Kingdom,After 5 mints showing network error unable to load newsfeed or anything els this problem facing from last 10 days,113,4.209148784174185
1557,United States,Instagram would be better if you knew how many people view your pictures,72,4.192096834860256
1558,United States,"I despise this time jump, like an MTV video.",44,4.096382335659182
1559,United Kingdom,"Such a great platform, easy to navigate and really simple to use. Old additive, if it works don't Chang if. Always there at anytime.",132,4.296264687795138
1560,Hong Kong,"Please follow up\n After updated, the Facebook does not show any newsfeed or stories.\n Please fix, thank you",109,4.254310700354894
1561,United Kingdom,won't let me post a video,25,3.608884070537635
1562,United Kingdom,You can no longer share photo memories from your on the day memories. Please sort this out.,91,3.942528811258418
1563,United Kingdom,Better interface then FB \n \n however both insta and fb has one downfall which being able to select and delete multiple amount of people. or deleting conversations. \n please add this thank you.,195,4.169890158773475
1564,India,I phone,7,2.8073549220576046
1565,United States,Great app and brings people together! Ignore the trolls! Great updates.,71,3.9645542127707087
1566,United Kingdom,Hate the new whatsapp for the simple fact you can't just view someone's profile without calling them and cancelling the call I don't like the changes that have been made in that sense honestly dislike the status change also whatsapp needs to change again,254,4.0802379157410975
1567,United States,"I really enjoy this app. I use it daily. I also have the paid version but there is one issue I noticed. When you log your food for let's say breakfast, it used too show total macros for each meal but now it doesn't. I'm unsure if this feature is still available but I'm just doing something wrong or if it was taken out all together.",333,4.210789765492331
1568,United Kingdom,Its a dank apppppp baby girl,28,3.4816615121017565
1569,Singapore,"After the update, I stopped receiving notifications. Please fix this.",69,4.172195015725928
1570,Canada,Fameux,6,2.584962500721156
1571,Hong Kong,“ ”\n  WeChat ， send,20,3.541446071165522
1572,India,"The app size is 250 mb, then why the hell it turns to over 1.2 gb within a week!! I am fed up!",94,4.30144697807048
1573,Canada,Best traffic app ever!!!!,25,3.543465189601647
1574,Canada,"Every time I watch a video, it takes about 30-60sec for the back button to work. It freezes and stays stuck on the end of the video. Fix this please... it's been a few weeks now!",178,4.318199999717219
1575,Canada,"The search field doesn't show mutual connections first, it just lists out the most random Instagram users. So frustrating trying to search for a company! Only noticed this after a recent update.",194,4.205651562918728
1576,Canada,Love this Pinterest very informative and very clear on how to get to things.\n If you have friends let them know it is very easy to get onto Pinterest.\n So good.,162,4.087785365323884
1577,United States,"I Facebooke a lot. The apps fine, but I wish it had all the same functionality as the desktop version (which I NEVER use unless I want to review security stuff). I wish it integrated with my other apps better... often when I have the option to sign on with Facebook it doesn't actually work. All in all it's simultaneously a good app, yet its Facebook, I guess I hold them to higher standards.",393,4.3668268521914815
1578,India,keep it up,10,2.7219280948873625
1579,Canada,Love Instagram. You should be given the option whether you want ppl to see who you've followed and what photos you've liked. I like Instagram more but my fb still loads the fastest. When you close out your feed should stay exactly where you left off when you return.\n Instagram is the best app accept twitter allows you to post what you want without deleting someone's account if they post R rated stuff.,405,4.26484954582575
